nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_total_denso_ms,t_total_experimento_ms,t_arbol_32_ms,t_guardado_32_ms,t_denso_directo_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_denso_directo_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
airplane_0121,airplane,train,47630,65298,93.452,25.506,299.258,171.585,351.885,41.396,3.762,8.641,4.225,788,564,1.7212,7.721,9.44,1.223,128.375,6.767,22.021,17.74,2927,2139,0.816,25.031,36.26,1.449
airplane_0122,airplane,train,20420,22512,27.205,9.412,235.584,94.682,293.648,40.217,3.898,7.78,5.13,778,566,1.7273,7.886,9.597,1.217,147.874,6.977,27.429,17.725,2859,2081,0.7938,23.566,34.452,1.462
airplane_0126,airplane,train,38947,42401,64.695,19.752,247.223,144.944,307.72,41.418,2.8,7.877,4.151,678,491,1.4984,7.021,8.824,1.257,113.89,4.668,28.253,20.216,2636,1958,0.7469,24.01,36.189,1.507
airplane_0123,airplane,train,36108,45391,64.279,19.388,274.601,139.481,330.416,55.068,3.482,6.238,3.802,880,613,1.8707,8.401,10.236,1.218,125.468,6.917,26.827,18.948,3272,2392,0.9125,27.686,40.365,1.458
airplane_0125,airplane,train,56806,59779,96.669,23.695,276.58,177.383,333.599,40.426,2.562,7.6,3.515,757,545,1.6632,7.534,9.15,1.215,106.972,6.256,29.166,16.738,2843,2086,0.7957,22.593,33.552,1.485
airplane_0124,airplane,train,63243,68742,108.654,26.68,281.508,193.103,339.277,35.542,2.576,7.15,4.19,745,530,1.6174,7.534,9.132,1.212,101.348,6.708,28.673,17.756,2688,1943,0.7412,23.917,34.96,1.462
airplane_0128,airplane,train,67805,75275,115.768,21.837,273.85,191.438,327.683,34.332,3.912,6.886,4.296,715,515,1.5717,7.343,8.996,1.225,93.0,5.001,26.937,15.714,2720,2005,0.7648,24.365,35.774,1.468
airplane_0131,airplane,train,56663,61112,81.436,21.389,246.625,156.834,300.634,31.647,3.297,7.061,4.052,716,509,1.5533,7.288,8.854,1.215,102.603,6.253,25.2,17.696,2540,1824,0.6958,22.797,33.703,1.478
airplane_0129,airplane,train,90574,88451,127.779,27.212,279.919,208.019,332.947,25.195,2.339,5.173,3.601,526,364,1.1108,5.551,6.771,1.22,93.297,4.097,27.67,16.584,2001,1475,0.5627,18.056,27.654,1.532
airplane_0132,airplane,train,20102,23937,36.784,12.83,187.578,104.061,242.024,29.751,3.467,6.807,3.5,679,489,1.4923,6.992,8.792,1.257,99.316,5.429,25.368,18.771,2872,2193,0.8366,26.472,38.944,1.471
airplane_0133,airplane,train,36300,34739,53.465,15.188,228.708,125.797,285.852,38.356,2.402,6.228,3.753,705,508,1.5503,6.866,8.244,1.201,112.255,7.042,27.794,19.369,2783,2078,0.7927,20.494,30.179,1.473
airplane_0135,airplane,train,32053,36209,47.75,16.244,234.059,127.004,297.07,34.003,2.794,6.261,3.603,795,565,1.7242,7.791,9.559,1.227,126.088,7.181,32.725,20.422,2935,2140,0.8163,23.335,34.633,1.484
airplane_0134,airplane,train,52362,45568,65.783,14.539,244.275,142.651,306.603,37.759,2.737,5.429,3.044,758,545,1.6632,7.584,9.243,1.219,115.207,8.249,32.734,21.121,3067,2309,0.8808,24.946,37.08,1.486
airplane_0136,airplane,train,43704,57193,70.986,22.385,367.941,153.393,427.963,49.966,4.24,6.961,5.076,954,685,2.0905,9.426,11.53,1.223,209.523,10.841,27.216,20.769,3629,2675,1.0204,32.914,46.555,1.414
airplane_0139,airplane,train,42379,45902,74.538,22.093,269.369,159.018,331.755,44.046,4.397,7.79,5.012,617,436,1.3306,6.405,7.975,1.245,118.42,5.874,29.011,20.573,2085,1468,0.56,18.087,28.509,1.576
airplane_0138,airplane,train,35860,42861,64.546,19.94,306.311,152.604,374.43,47.932,5.582,9.998,6.481,788,587,1.7914,8.111,10.105,1.246,160.013,8.299,31.8,19.84,3067,2279,0.8694,26.887,39.671,1.475
airplane_0140,airplane,train,30481,31840,51.715,17.39,272.38,132.039,335.314,53.653,6.296,9.787,5.135,734,519,1.5839,7.34,8.996,1.226,135.732,7.594,30.361,17.651,2615,1881,0.7175,21.514,31.979,1.486
airplane_0137,airplane,train,119462,163146,249.275,58.759,450.52,361.216,503.701,33.867,3.175,6.729,3.449,613,430,1.3123,6.341,7.631,1.203,100.039,5.404,25.576,17.427,2157,1544,0.589,19.025,28.509,1.498
airplane_0142,airplane,train,66013,88804,136.611,38.405,377.552,229.234,431.77,45.704,3.674,7.166,4.93,915,659,2.0111,9.113,11.172,1.226,146.701,6.457,21.508,20.614,3476,2561,0.9769,31.752,45.729,1.44
airplane_0141,airplane,train,101648,118950,191.047,38.399,414.833,288.588,473.975,43.828,3.979,6.955,4.498,820,593,1.8097,8.239,10.25,1.244,129.123,8.457,28.984,18.705,3516,2696,1.0284,31.263,44.918,1.437
airplane_0127,airplane,train,334406,463997,687.73,155.311,1039.431,899.613,1096.004,50.398,3.822,6.189,3.801,982,694,2.1179,9.38,11.113,1.185,132.116,10.055,29.409,17.174,3700,2718,1.0368,32.253,45.156,1.4
airplane_0143,airplane,train,19054,22700,38.078,12.503,230.546,108.023,287.988,45.815,4.098,8.638,3.392,851,629,1.9196,8.622,10.712,1.242,120.716,9.336,28.437,16.975,3346,2495,0.9518,28.854,42.64,1.478
airplane_0146,airplane,train,62086,72457,87.394,21.896,263.282,160.837,314.829,34.234,2.808,5.472,4.119,767,533,1.6266,7.568,9.244,1.221,110.749,6.201,22.416,19.54,2710,1943,0.7412,23.919,35.073,1.466
airplane_0147,airplane,train,14937,19548,27.769,13.0,239.427,92.042,290.7,43.075,3.84,5.84,4.291,924,688,2.0996,9.374,11.111,1.185,143.866,7.877,23.006,18.136,3918,2994,1.1421,35.414,48.85,1.379
airplane_0148,airplane,train,33402,37590,49.671,19.487,213.094,122.905,266.841,33.926,3.014,6.624,4.077,791,582,1.7761,7.772,9.514,1.224,101.518,5.478,27.081,15.965,2924,2133,0.8137,22.852,33.875,1.482
airplane_0150,airplane,train,8475,9198,9.803,5.319,144.816,66.617,196.311,29.65,2.773,5.196,3.754,619,462,1.4099,5.873,7.116,1.212,92.548,4.723,25.835,16.71,2532,1913,0.7298,16.822,26.578,1.58
airplane_0151,airplane,train,1333,1401,2.969,6.283,158.119,66.84,215.707,39.328,2.799,6.44,3.986,857,614,1.8738,7.187,8.676,1.207,100.1,6.64,28.236,18.926,3057,2200,0.8392,17.472,29.218,1.672
airplane_0145,airplane,train,138751,151628,210.864,43.683,407.592,311.039,464.083,33.816,3.227,5.005,3.732,812,579,1.767,8.137,9.995,1.228,108.915,7.086,28.793,18.961,3055,2243,0.8556,27.51,39.616,1.44
airplane_0149,airplane,train,63182,65445,92.952,27.138,260.598,185.096,325.604,32.181,2.169,5.186,3.502,794,582,1.7761,7.982,9.897,1.24,99.745,6.413,32.457,23.861,2967,2173,0.8289,25.777,37.775,1.465
airplane_0152,airplane,train,37201,39965,42.271,13.876,226.195,116.353,286.401,26.989,2.546,6.971,3.511,648,469,1.4313,6.727,8.379,1.246,131.583,8.93,30.079,19.645,2288,1640,0.6256,19.783,30.463,1.54
airplane_0158,airplane,train,19206,17780,33.108,13.024,126.831,102.487,183.186,23.751,3.29,7.297,5.637,274,181,0.5524,3.353,4.066,1.213,50.449,3.209,27.782,15.639,1017,743,0.2834,10.044,17.199,1.712
airplane_0156,airplane,train,9088,14458,22.314,11.744,171.323,87.664,224.93,38.296,4.213,7.857,5.743,433,288,0.8789,4.587,5.867,1.279,89.998,4.759,22.717,17.29,1680,1247,0.4757,14.812,24.945,1.684
airplane_0154,airplane,train,24256,25284,38.012,14.249,223.684,108.532,279.955,49.666,5.214,9.399,5.732,589,424,1.2939,6.151,7.409,1.204,112.016,4.527,25.497,15.643,2218,1629,0.6214,19.198,28.556,1.487
airplane_0153,airplane,train,40791,45008,72.273,27.77,262.819,162.282,325.058,50.932,4.112,7.855,4.71,640,448,1.3672,6.434,7.769,1.207,101.261,6.471,30.63,19.044,2343,1703,0.6496,19.92,29.438,1.478
airplane_0155,airplane,train,34464,40880,59.322,21.976,249.493,137.324,305.519,52.165,4.947,8.308,5.272,697,478,1.4587,7.005,8.513,1.215,105.071,6.012,25.152,17.294,2514,1817,0.6931,21.663,31.781,1.467
airplane_0157,airplane,train,60516,99870,135.783,30.66,247.776,219.846,301.179,18.27,2.087,6.045,3.714,369,230,0.7019,4.022,4.943,1.229,57.372,3.604,26.469,17.175,1150,781,0.2979,10.664,17.71,1.661
airplane_0050,airplane,train,2286376,2583632,4031.332,702.788,4889.64,4793.689,4949.209,30.479,2.946,4.894,3.544,788,578,1.7639,7.899,9.476,1.2,111.937,10.158,30.507,20.624,3326,2538,0.9682,28.559,40.482,1.418
airplane_0161,airplane,train,11415,17304,17.936,7.681,176.494,90.206,241.083,33.636,2.607,6.636,3.693,646,465,1.4191,6.713,8.164,1.216,106.553,8.081,33.412,20.848,2542,1896,0.7233,23.135,33.463,1.446
airplane_0159,airplane,train,25811,27297,42.265,13.893,271.418,123.164,338.424,42.587,3.375,6.117,2.973,1075,778,2.3743,8.736,10.341,1.184,156.604,12.694,35.621,22.295,4150,3075,1.173,24.675,36.054,1.461
airplane_0160,airplane,train,10456,10243,14.887,5.793,210.823,81.094,271.237,37.767,2.96,6.461,3.727,778,561,1.712,7.814,9.693,1.24,136.22,13.196,30.858,19.368,3189,2411,0.9197,26.787,39.31,1.467
airplane_0162,airplane,train,54297,52844,68.438,20.274,267.226,145.653,324.167,34.985,2.954,7.444,3.662,664,464,1.416,6.576,8.029,1.221,134.503,6.072,27.083,18.752,2435,1771,0.6756,20.162,30.353,1.505
airplane_0164,airplane,train,57338,61966,77.731,16.04,270.077,157.753,334.059,41.931,4.241,8.45,5.855,627,433,1.3214,6.351,7.744,1.219,123.519,6.615,30.878,18.799,2329,1702,0.6493,20.132,30.133,1.497
airplane_0165,airplane,train,19954,26575,31.908,13.815,305.936,104.118,364.332,64.007,4.11,7.616,5.03,1064,760,2.3193,9.727,11.553,1.188,183.746,8.351,28.518,17.232,4025,2961,1.1295,29.062,43.083,1.482
airplane_0144,airplane,train,470386,540986,800.612,153.208,1166.521,1009.332,1222.033,59.1,3.1,7.123,3.626,840,591,1.8036,8.321,10.263,1.233,142.039,8.462,26.331,18.432,3006,2166,0.8263,26.271,38.353,1.46
airplane_0168,airplane,train,22902,29982,45.437,15.363,205.014,127.912,272.126,38.01,3.117,7.78,4.067,565,406,1.239,5.994,7.494,1.25,94.243,8.844,34.172,21.093,2373,1808,0.6897,21.437,32.719,1.526
airplane_0169,airplane,train,1107,1253,2.546,5.23,232.923,76.389,301.535,55.998,4.246,8.88,6.199,958,678,2.0691,8.607,10.332,1.2,153.323,11.579,32.007,21.526,3669,2711,1.0342,23.206,33.978,1.464
airplane_0166,airplane,train,66808,70011,121.44,31.864,315.064,219.367,381.128,39.412,2.868,6.932,4.23,724,502,1.532,7.235,8.964,1.239,111.798,7.683,33.776,21.126,2575,1851,0.7061,23.204,34.184,1.473
airplane_0167,airplane,train,53233,60031,114.333,23.877,352.616,202.469,416.875,38.832,3.077,6.541,3.489,792,578,1.7639,7.67,9.34,1.218,164.29,8.207,33.272,20.957,3169,2377,0.9068,25.755,37.118,1.441
airplane_0163,airplane,train,198342,198305,332.989,62.463,579.336,455.441,639.325,32.578,2.621,6.238,3.517,615,431,1.3153,6.303,7.636,1.211,141.239,7.446,31.273,18.961,2192,1577,0.6016,19.326,28.999,1.501
airplane_0170,airplane,train,89687,109759,167.422,47.038,406.31,275.68,467.53,46.506,3.284,6.619,4.213,697,499,1.5228,7.13,8.673,1.216,134.591,7.469,31.138,19.25,2510,1813,0.6916,22.49,33.048,1.469
airplane_0171,airplane,train,51604,58864,89.346,30.867,351.752,182.576,414.115,60.335,3.401,7.35,3.805,814,592,1.8066,8.252,10.097,1.224,159.291,8.512,30.951,20.257,3213,2399,0.9151,28.794,42.532,1.477
airplane_0175,airplane,train,33135,38546,62.171,18.347,234.106,150.069,303.657,39.447,2.963,6.731,3.565,595,432,1.3184,6.026,7.244,1.202,104.705,6.473,31.177,28.078,2152,1557,0.5939,17.838,27.06,1.517
airplane_0173,airplane,train,60680,60162,123.229,24.295,351.392,220.058,423.927,50.233,3.18,5.321,3.919,803,583,1.7792,8.082,10.159,1.257,140.525,9.931,38.233,25.062,2976,2173,0.8289,24.335,37.338,1.534
airplane_0174,airplane,train,59833,63735,118.491,27.055,316.164,219.512,390.129,38.292,3.524,6.082,4.007,614,426,1.3,6.261,7.663,1.224,116.871,11.93,36.036,27.84,2199,1585,0.6046,18.744,28.295,1.51
airplane_0177,airplane,train,15700,20598,32.678,12.693,232.782,110.823,298.234,46.911,4.016,6.669,3.504,716,512,1.5625,7.217,8.572,1.188,129.478,7.006,34.823,20.456,2565,1849,0.7053,21.372,31.26,1.463
airplane_0176,airplane,train,39181,48231,81.026,20.0,314.29,165.79,379.054,45.185,3.144,7.41,4.32,792,557,1.6998,7.862,9.68,1.231,156.915,8.02,35.845,17.189,2856,2064,0.7874,25.36,36.943,1.457
airplane_0180,airplane,train,31859,33418,58.031,16.787,237.611,131.451,294.244,36.084,3.267,6.951,3.992,650,463,1.413,6.721,8.117,1.208,115.208,8.234,26.51,19.18,2446,1796,0.6851,22.238,32.508,1.462
airplane_0181,airplane,train,22851,23815,44.412,15.744,193.697,114.563,248.103,27.753,2.026,5.942,3.268,531,368,1.123,5.431,6.569,1.21,97.907,5.854,25.912,19.284,2026,1495,0.5703,17.487,26.345,1.507
airplane_0178,airplane,train,112146,135828,219.635,49.927,436.481,333.405,500.324,42.67,3.001,6.658,3.428,785,551,1.6815,7.863,9.573,1.217,114.964,6.284,32.031,21.726,2893,2108,0.8041,26.452,38.495,1.455
airplane_0183,airplane,train,28981,33441,50.744,14.947,216.551,133.707,284.567,34.85,2.957,7.345,3.98,611,428,1.3062,6.292,7.801,1.24,105.192,7.861,36.156,20.535,2265,1654,0.631,19.036,28.9,1.518
airplane_0184,airplane,train,23374,31284,44.878,15.557,203.996,124.225,267.786,29.381,3.011,5.803,4.282,505,351,1.0712,5.352,6.712,1.254,103.732,7.437,32.494,21.211,2120,1615,0.6161,19.285,29.369,1.523
airplane_0182,airplane,train,61407,64134,97.009,23.897,312.662,191.298,383.054,36.127,3.476,6.88,4.679,758,547,1.6693,7.458,9.041,1.212,144.23,7.923,35.065,23.768,2804,2046,0.7805,22.499,33.336,1.482
airplane_0179,airplane,train,62550,59187,126.959,33.897,423.089,233.185,495.419,48.372,4.131,7.279,5.109,1089,788,2.4048,10.584,12.707,1.201,197.309,12.422,35.663,24.279,4096,3007,1.1471,36.523,51.558,1.412
airplane_0185,airplane,train,51589,57563,86.99,22.675,340.848,179.563,410.746,38.87,2.816,7.221,5.047,700,497,1.5167,7.138,8.856,1.241,181.564,7.933,32.58,25.05,2597,1897,0.7236,23.028,33.681,1.463
airplane_0187,airplane,train,22296,24900,42.519,17.577,322.693,134.132,396.729,60.385,3.48,7.606,4.931,714,517,1.5778,7.352,9.269,1.261,190.802,7.93,36.923,24.576,2880,2166,0.8263,25.826,38.691,1.498
airplane_0186,airplane,train,60613,69749,102.212,34.087,366.774,247.451,477.926,47.319,4.706,7.325,3.965,617,430,1.3123,6.378,7.659,1.201,169.739,8.711,77.76,22.102,2327,1710,0.6523,21.323,31.373,1.471
airplane_0189,airplane,train,48994,63570,107.005,30.194,387.843,203.627,454.27,45.85,5.516,9.711,7.815,754,536,1.6357,7.48,9.132,1.221,191.553,7.724,28.98,19.921,2861,2107,0.8038,24.463,35.368,1.446
airplane_0192,airplane,train,7283,6548,14.664,8.284,314.448,125.246,416.746,46.54,3.216,37.682,8.65,690,489,1.4923,6.512,7.835,1.203,234.495,7.249,33.026,22.94,2614,1924,0.7339,18.472,28.564,1.546
airplane_0130,airplane,train,1393755,1437179,2378.134,449.558,3078.177,2919.027,3169.512,77.447,5.146,28.286,8.384,681,484,1.4771,6.986,8.461,1.211,160.652,7.24,34.169,20.496,2745,2064,0.7874,25.281,36.226,1.433
airplane_0191,airplane,train,78408,80537,164.169,30.951,413.644,260.331,478.854,51.732,5.118,7.706,5.406,710,505,1.5411,7.177,8.896,1.239,152.207,9.466,31.849,20.249,2593,1883,0.7183,22.316,33.607,1.506
airplane_0193,airplane,train,2510,2974,9.512,55.709,359.307,130.554,424.64,64.611,4.414,7.37,9.22,916,671,2.0477,8.847,10.542,1.192,212.632,12.429,29.756,18.987,4118,3202,1.2215,27.816,41.272,1.484
airplane_0172,airplane,train,400919,612574,991.155,227.215,1357.032,1275.749,1414.41,31.686,3.753,7.2,5.196,394,243,0.7416,4.138,5.086,1.229,98.43,4.792,28.051,16.931,1435,1041,0.3971,12.922,21.077,1.631
airplane_0194,airplane,train,9077,7104,15.959,7.567,265.552,81.193,323.219,54.812,3.619,7.49,4.01,778,563,1.7181,6.21,7.62,1.227,175.206,8.389,28.499,17.668,3288,2510,0.9575,14.187,23.836,1.68
airplane_0188,airplane,train,206728,165770,370.236,68.923,653.586,496.158,710.585,46.768,3.434,6.809,3.982,725,518,1.5808,7.385,9.016,1.221,157.442,6.783,28.526,17.682,2881,2156,0.8224,26.187,38.5,1.47
airplane_0197,airplane,train,12407,5171,17.741,7.498,186.153,80.18,241.094,45.477,2.994,6.864,4.119,692,483,1.474,6.954,8.415,1.21,105.712,6.731,26.868,17.09,2552,1860,0.7095,22.007,32.685,1.485
airplane_0190,airplane,train,226933,230566,462.199,83.901,682.875,603.191,739.965,35.448,2.728,7.236,3.762,572,394,1.2024,5.696,7.006,1.23,92.896,5.702,28.544,17.548,2016,1444,0.5508,16.559,26.438,1.597
airplane_0195,airplane,train,75588,68257,144.89,32.835,360.731,233.647,416.653,45.779,3.336,5.383,4.127,785,567,1.7303,7.162,8.71,1.216,127.299,6.592,27.108,19.304,2972,2187,0.8343,20.133,31.189,1.549
airplane_0198,airplane,train,43905,51750,83.737,22.185,275.955,163.532,333.564,37.533,3.864,7.119,3.514,784,561,1.712,7.863,9.6,1.221,122.314,6.321,29.4,17.576,2848,2064,0.7874,24.375,35.462,1.455
airplane_0199,airplane,train,48723,55049,86.904,23.366,249.428,168.844,308.002,34.039,2.512,8.006,4.22,624,442,1.3489,6.433,7.898,1.228,96.211,6.396,28.149,18.199,2334,1710,0.6523,20.736,30.405,1.466
airplane_0201,airplane,train,30075,33106,46.9,15.506,206.016,119.406,263.016,33.077,2.995,7.23,3.849,620,437,1.3336,6.35,7.861,1.238,100.367,7.171,28.549,17.372,2211,1591,0.6069,18.852,28.776,1.526
airplane_0200,airplane,train,48282,53942,78.785,21.333,268.132,158.982,326.996,39.323,3.024,5.079,3.84,803,574,1.7517,8.037,9.901,1.232,119.178,6.489,30.187,19.758,2883,2080,0.7935,25.511,37.437,1.467
airplane_0196,airplane,train,108813,108244,194.412,35.157,433.264,292.845,496.541,43.007,3.462,6.875,3.956,908,659,2.0111,9.098,11.288,1.241,148.634,8.593,32.118,20.328,3469,2561,0.9769,30.911,45.728,1.479
airplane_0202,airplane,train,60204,72378,106.186,27.976,294.458,197.152,357.448,32.478,2.742,7.01,3.756,659,488,1.4893,6.94,8.645,1.246,115.587,9.489,30.724,21.5,2685,2026,0.7729,24.55,37.456,1.526
airplane_0205,airplane,train,25736,32435,50.364,13.455,247.403,120.444,304.029,37.053,2.71,5.461,3.782,663,456,1.3916,6.417,7.965,1.241,135.198,8.624,31.246,16.137,2486,1823,0.6954,20.082,31.515,1.569
airplane_0206,airplane,train,8864,9144,15.79,7.725,232.122,82.442,291.05,42.949,4.216,7.676,4.031,850,593,1.8097,7.61,9.235,1.214,149.921,11.522,29.885,17.336,3068,2218,0.8461,20.956,32.239,1.538
airplane_0203,airplane,train,115664,135614,200.42,42.484,429.094,300.046,486.236,43.64,4.052,7.632,4.626,696,489,1.4923,7.023,8.678,1.236,133.0,5.498,27.319,17.565,2582,1886,0.7195,23.266,34.081,1.465
airplane_0207,airplane,train,44564,54669,83.659,29.278,247.008,166.406,300.477,40.237,3.746,7.98,5.049,537,360,1.0986,5.564,6.658,1.197,84.502,5.586,23.795,16.645,2040,1503,0.5733,18.838,27.907,1.481
airplane_0208,airplane,train,16036,16750,28.971,9.95,250.805,94.843,306.727,49.884,4.598,8.155,5.401,791,557,1.6998,7.909,9.881,1.249,150.227,7.175,25.519,16.847,3056,2265,0.864,27.353,40.484,1.48
airplane_0204,airplane,train,142294,140570,232.449,55.383,462.478,345.229,519.875,42.743,3.454,7.026,3.83,782,566,1.7273,7.909,9.797,1.239,121.278,7.171,29.306,17.235,2916,2134,0.8141,26.22,38.411,1.465
airplane_0209,airplane,train,59945,72015,108.726,33.355,313.186,198.734,369.839,39.388,2.719,6.678,3.854,814,578,1.7639,8.015,9.608,1.199,121.928,7.07,28.511,17.61,3028,2214,0.8446,25.919,36.922,1.425
airplane_0211,airplane,train,23002,30410,47.527,18.274,272.275,123.361,329.835,38.008,3.129,6.614,3.746,1028,781,2.3834,10.242,12.454,1.216,154.614,10.723,29.032,18.168,4169,3141,1.1982,36.753,51.735,1.408
airplane_0212,airplane,train,58249,62439,96.437,20.596,268.306,171.874,323.148,31.599,3.016,6.868,4.04,720,505,1.5411,7.238,9.025,1.247,110.804,5.855,28.209,15.725,2704,1984,0.7568,24.087,36.485,1.515
airplane_0213,airplane,train,70479,87992,129.341,29.974,317.586,211.711,369.982,35.207,3.563,6.597,3.775,808,579,1.767,8.028,9.688,1.207,112.459,7.042,25.008,17.016,3025,2217,0.8457,25.946,36.662,1.413
airplane_0210,airplane,train,129624,217438,283.854,54.559,467.159,390.434,519.18,30.015,3.093,6.51,3.426,559,400,1.2207,5.948,7.184,1.208,90.324,5.314,25.144,16.941,2204,1645,0.6275,19.712,28.729,1.457
airplane_0215,airplane,train,47502,56078,84.289,20.64,259.857,155.193,310.12,37.644,2.933,6.677,3.644,765,542,1.6541,7.649,9.443,1.235,107.879,6.471,24.381,15.561,2763,1998,0.7622,24.567,36.092,1.469
airplane_0218,airplane,train,11337,11422,16.461,7.289,200.723,77.755,254.728,42.129,3.121,6.4,3.659,875,632,1.9287,8.714,10.853,1.245,123.344,8.379,25.098,18.848,3296,2421,0.9235,29.611,43.522,1.47
airplane_0216,airplane,train,82593,79338,125.717,26.257,317.372,208.153,373.551,33.366,3.398,6.194,3.243,784,563,1.7181,7.913,9.694,1.225,121.909,6.725,28.004,18.738,3114,2330,0.8888,28.049,40.264,1.435
airplane_0217,airplane,train,86136,89809,136.317,31.948,359.365,223.834,414.934,43.432,5.308,6.637,3.566,975,708,2.1606,9.355,11.538,1.233,133.695,8.665,27.296,18.07,4127,3152,1.2024,34.514,49.375,1.431
airplane_0219,airplane,train,71094,81664,123.883,30.308,314.093,207.679,367.581,36.478,2.911,6.363,3.265,750,530,1.6174,7.529,9.387,1.247,114.422,6.091,25.756,18.104,2829,2079,0.7931,25.9,38.514,1.487
airplane_0224,airplane,train,26950,28612,44.826,15.771,165.112,113.207,217.722,24.411,2.266,6.501,3.418,442,291,0.8881,4.73,5.728,1.211,72.744,5.094,26.86,15.831,1557,1115,0.4253,14.372,22.838,1.589
airplane_0222,airplane,train,48610,55746,81.912,21.173,241.022,160.56,298.497,32.767,2.87,7.771,3.724,620,428,1.3062,6.342,7.729,1.219,96.418,5.882,28.436,17.544,2254,1634,0.6233,20.614,30.756,1.492
airplane_0226,airplane,train,16603,17098,24.507,10.278,165.688,91.937,222.839,31.874,2.706,6.303,5.597,600,430,1.3123,6.273,7.75,1.235,91.141,5.181,28.147,17.104,2030,1430,0.5455,17.856,28.192,1.579
airplane_0214,airplane,train,246386,338727,458.853,87.531,651.316,599.776,704.708,25.801,2.595,4.507,3.671,472,313,0.9552,4.92,5.956,1.211,71.713,4.823,28.465,16.749,1866,1394,0.5318,16.988,25.444,1.498
