nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_arbol_32_ms,t_guardado_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
airplane_0007,airplane,train,9038,13252,28.709,9.495,152.912,34.371,3.187,3.256,629,443,1.3519,6.427,7.892,1.228,72.641,4.509,15.803,2477,1848,0.705,21.342,32.149,1.506
airplane_0006,airplane,train,25274,32304,41.088,12.521,176.738,25.886,2.348,2.873,619,400,1.2207,5.928,7.521,1.269,88.088,6.807,17.058,2377,1758,0.6706,19.844,30.9,1.557
airplane_0004,airplane,train,58194,75957,91.784,29.414,231.741,29.365,2.271,3.346,592,407,1.2421,6.094,7.58,1.244,73.255,5.652,15.565,2225,1633,0.6229,20.067,30.018,1.496
airplane_0008,airplane,train,38216,49360,61.778,16.974,199.401,27.535,2.779,3.623,732,516,1.5747,7.337,8.988,1.225,85.168,5.167,16.668,2744,2012,0.7675,24.297,35.56,1.464
airplane_0010,airplane,train,34419,39805,57.553,15.147,202.047,32.642,2.688,3.314,715,508,1.5503,7.298,9.016,1.235,87.585,6.432,15.637,2726,2011,0.7671,24.229,35.411,1.462
airplane_0005,airplane,train,17443,17116,35.522,11.289,176.526,30.049,3.003,3.038,707,505,1.5411,6.09,7.518,1.234,91.308,5.355,17.799,2689,1982,0.7561,16.36,26.669,1.63
airplane_0003,airplane,train,42472,44580,77.325,14.048,229.363,22.663,2.507,2.967,742,534,1.6296,7.479,9.215,1.232,105.662,7.158,16.699,2927,2185,0.8335,25.042,36.678,1.465
airplane_0009,airplane,train,42109,42888,58.481,16.489,227.213,38.218,2.504,2.936,802,583,1.7792,8.034,10.073,1.254,105.413,6.108,14.962,2946,2144,0.8179,23.653,36.235,1.532
airplane_0002,airplane,train,94335,118614,140.8,37.716,315.074,39.559,2.718,3.366,645,454,1.3855,6.576,8.306,1.263,88.633,5.649,16.044,2319,1674,0.6386,20.611,31.178,1.513
airplane_0001,airplane,train,90714,104773,136.141,36.154,363.031,45.88,2.706,2.901,1004,739,2.2552,9.42,11.671,1.239,133.767,8.383,15.719,3851,2847,1.086,30.697,45.467,1.481
airplane_0014,airplane,train,28954,29272,49.9,11.67,185.266,29.676,2.379,2.84,751,530,1.6174,7.336,8.871,1.209,87.305,4.336,14.644,2710,1959,0.7473,21.207,31.528,1.487
airplane_0017,airplane,train,9084,13988,29.858,8.509,186.371,34.506,2.871,2.772,789,571,1.7426,7.159,8.87,1.239,102.425,8.203,15.631,3355,2566,0.9789,21.432,33.703,1.573
airplane_0011,airplane,train,53983,59156,85.644,18.272,224.995,30.978,2.963,3.238,649,454,1.3855,6.646,8.198,1.233,81.627,5.512,15.914,2347,1698,0.6477,21.37,32.574,1.524
airplane_0016,airplane,train,21522,25542,37.474,9.65,207.88,44.858,2.729,3.584,983,706,2.1545,9.131,11.088,1.214,106.959,6.21,17.28,3672,2689,1.0258,26.03,39.217,1.507
airplane_0013,airplane,train,26538,31650,52.313,14.295,230.452,41.715,2.505,3.009,922,663,2.0233,8.753,10.587,1.21,113.266,6.358,16.721,3566,2644,1.0086,27.891,39.921,1.431
airplane_0012,airplane,train,59690,60559,90.315,18.111,255.781,37.701,3.038,3.166,743,531,1.6205,7.49,9.23,1.232,99.924,6.692,15.664,2711,1968,0.7507,22.977,35.086,1.527
airplane_0019,airplane,train,43870,57164,80.503,20.742,236.89,29.056,2.272,2.902,754,538,1.6418,7.631,9.358,1.226,99.084,5.232,16.905,2726,1972,0.7523,23.87,35.125,1.472
airplane_0018,airplane,train,58396,62913,96.121,18.534,245.506,27.498,2.902,2.742,791,578,1.7639,7.939,9.805,1.235,94.228,6.223,15.403,2902,2111,0.8053,24.842,36.298,1.461
airplane_0028,airplane,train,2486,3436,13.925,5.338,96.739,19.737,2.089,2.916,290,183,0.5585,3.405,4.118,1.209,52.857,2.793,14.348,910,620,0.2365,8.551,15.069,1.762
airplane_0015,airplane,train,139269,143864,210.835,44.277,392.638,33.116,2.699,3.068,588,407,1.2421,6.076,7.344,1.209,96.703,5.008,15.678,2201,1613,0.6153,19.823,29.427,1.484
airplane_0023,airplane,train,51750,63004,82.985,20.842,250.992,40.356,5.611,3.842,787,552,1.6846,7.86,9.672,1.23,96.932,4.265,14.225,2951,2164,0.8255,26.727,38.852,1.454
airplane_0021,airplane,train,71320,80237,116.395,29.008,289.248,46.898,3.642,3.172,719,521,1.59,7.394,9.077,1.228,86.598,6.707,15.595,2731,2012,0.7675,23.987,35.445,1.478
airplane_0027,airplane,train,54211,56702,87.87,23.903,245.454,33.929,2.443,2.456,700,495,1.5106,7.101,8.622,1.214,92.67,4.639,14.878,2422,1722,0.6569,21.191,31.228,1.474
airplane_0024,airplane,train,88869,109060,152.805,35.897,304.239,29.617,2.057,2.454,686,483,1.474,6.885,8.553,1.242,79.529,4.334,14.659,2432,1746,0.666,20.989,31.428,1.497
airplane_0025,airplane,train,60256,74047,97.91,38.378,286.352,35.097,2.739,2.877,779,540,1.6479,7.713,9.399,1.219,105.952,6.275,16.579,2832,2053,0.7832,25.25,36.894,1.461
airplane_0020,airplane,train,145814,228484,294.517,67.992,480.15,34.81,2.537,2.671,707,498,1.5198,7.134,8.918,1.25,74.495,5.8,14.84,2568,1861,0.7099,22.853,34.358,1.503
airplane_0026,airplane,train,44805,58413,80.875,30.194,287.037,41.939,3.163,3.213,906,653,1.9928,9.014,11.057,1.227,125.221,5.645,15.129,3475,2569,0.98,31.67,45.081,1.423
airplane_0022,airplane,train,96355,109769,147.232,40.276,391.072,50.615,3.953,3.384,1111,819,2.4994,10.741,13.038,1.214,143.267,5.729,14.866,4259,3148,1.2009,35.809,50.611,1.413
airplane_0029,airplane,train,52024,59527,91.678,22.22,221.634,25.234,1.884,2.313,682,481,1.4679,6.995,8.431,1.205,75.302,5.315,17.71,2455,1773,0.6763,22.084,32.44,1.469
airplane_0030,airplane,train,17756,22619,37.078,8.694,224.684,40.942,3.093,4.151,903,673,2.0538,9.161,10.932,1.193,128.118,6.759,18.018,3871,2968,1.1322,35.426,48.766,1.377
airplane_0032,airplane,train,5683,8231,25.878,5.103,154.637,29.027,3.102,3.106,744,541,1.651,7.108,8.51,1.197,86.94,4.587,15.711,2839,2095,0.7992,20.396,31.12,1.526
airplane_0031,airplane,train,6671,6226,57.739,5.658,230.57,41.88,2.493,3.029,936,681,2.0782,9.288,11.051,1.19,117.848,4.952,15.033,3738,2802,1.0689,30.449,43.324,1.423
airplane_0033,airplane,train,60507,64851,84.627,23.888,201.573,27.273,1.968,2.716,505,342,1.0437,5.327,6.463,1.213,60.319,3.498,13.709,1831,1326,0.5058,16.591,25.711,1.55
airplane_0041,airplane,train,21217,23619,33.965,8.241,81.054,11.216,1.608,2.354,232,138,0.4211,2.86,3.375,1.18,23.95,2.074,13.665,764,532,0.2029,7.461,13.296,1.782
airplane_0034,airplane,train,25390,27397,54.57,14.123,216.385,34.508,3.199,3.09,809,586,1.7883,8.002,9.736,1.217,104.24,5.745,16.096,3159,2350,0.8965,25.904,37.786,1.459
airplane_0035,airplane,train,65250,70189,116.181,18.213,234.376,29.537,2.963,3.126,543,372,1.1353,5.635,6.894,1.223,62.188,5.294,14.937,2012,1469,0.5604,18.466,27.956,1.514
airplane_0040,airplane,train,33936,40796,47.528,15.441,177.163,25.38,2.351,2.868,672,474,1.4465,6.836,8.207,1.201,80.059,6.404,16.34,2290,1618,0.6172,19.74,29.61,1.5
airplane_0038,airplane,train,6367,8322,36.867,6.843,217.305,48.413,3.254,3.208,978,722,2.2034,9.739,11.791,1.211,115.301,6.626,18.332,3933,2955,1.1272,32.501,47.265,1.454
airplane_0039,airplane,train,61133,61138,93.506,23.741,263.18,34.076,2.319,2.395,940,675,2.0599,9.306,11.196,1.203,102.619,6.919,16.931,3559,2619,0.9991,31.87,44.84,1.407
airplane_0042,airplane,train,9637,12526,28.329,7.975,217.09,37.211,2.256,2.467,972,734,2.24,7.435,8.969,1.206,135.86,5.459,16.202,4148,3176,1.2115,19.386,29.246,1.509
airplane_0046,airplane,train,37857,39534,66.407,11.595,194.402,27.439,1.884,2.696,578,410,1.2512,6.071,7.213,1.188,82.78,4.297,14.413,2097,1519,0.5795,18.56,27.438,1.478
airplane_0043,airplane,train,56329,60069,85.482,25.333,242.978,28.746,2.139,2.837,683,492,1.5015,6.956,8.498,1.222,94.503,6.775,16.851,2567,1884,0.7187,22.175,32.457,1.464
airplane_0045,airplane,train,33190,45286,62.797,18.666,223.587,28.658,2.404,2.776,802,599,1.828,8.287,10.014,1.208,105.742,5.32,17.387,3008,2206,0.8415,27.411,39.21,1.43
airplane_0037,airplane,train,130402,219562,256.549,54.023,454.669,29.012,3.157,2.735,766,571,1.7426,7.893,9.691,1.228,105.405,6.523,15.81,2976,2210,0.843,25.936,37.911,1.462
airplane_0044,airplane,train,40916,52302,64.423,18.823,314.33,53.909,2.944,3.188,1280,941,2.8717,12.356,15.542,1.258,163.032,11.199,20.481,4721,3441,1.3126,39.569,58.514,1.479
airplane_0049,airplane,train,29437,33333,48.943,9.99,187.979,23.424,2.368,2.62,738,533,1.6266,7.528,9.073,1.205,97.494,5.76,14.807,2736,1998,0.7622,24.466,35.502,1.451
airplane_0047,airplane,train,45493,51312,70.944,20.565,279.023,45.143,2.988,3.109,917,666,2.0325,9.174,11.029,1.202,130.417,8.965,17.803,4004,3087,1.1776,35.7,49.663,1.391
airplane_0053,airplane,train,9691,9396,29.15,7.415,186.809,36.783,3.148,3.192,663,464,1.416,6.449,8.083,1.253,104.886,5.427,14.572,2837,2174,0.8293,22.665,33.916,1.496
airplane_0052,airplane,train,13524,16066,31.273,6.307,211.961,31.799,3.383,2.918,890,640,1.9531,8.864,10.967,1.237,134.434,4.764,16.371,3342,2452,0.9354,29.577,43.773,1.48
airplane_0054,airplane,train,46268,52561,64.68,17.436,234.178,32.801,4.076,3.349,917,671,2.0477,8.908,10.94,1.228,106.554,8.631,19.377,3700,2783,1.0616,29.982,43.621,1.455
airplane_0036,airplane,train,370568,411428,557.676,121.412,814.564,28.821,2.565,2.966,740,524,1.5991,7.455,9.034,1.212,97.835,6.255,18.333,2680,1940,0.7401,24.218,35.503,1.466
airplane_0058,airplane,train,6617,6142,24.476,4.453,123.972,21.137,2.136,2.419,508,346,1.0559,4.724,5.812,1.23,66.869,4.901,18.986,1894,1386,0.5287,11.919,20.519,1.722
airplane_0051,airplane,train,85406,101441,137.695,28.136,403.631,37.671,2.745,3.054,1270,927,2.829,12.084,14.778,1.223,183.708,13.675,20.212,4756,3486,1.3298,39.992,58.197,1.455
airplane_0057,airplane,train,77064,81150,99.792,22.052,309.119,39.139,3.636,4.165,780,559,1.7059,7.78,9.462,1.216,137.335,7.166,15.058,2924,2144,0.8179,25.128,36.074,1.436
airplane_0055,airplane,train,119464,123442,191.49,43.577,361.917,23.779,2.449,2.745,690,492,1.5015,6.881,8.466,1.23,95.618,5.005,15.546,2659,1969,0.7511,22.375,33.729,1.507
airplane_0062,airplane,train,25422,27470,49.958,12.142,153.764,20.546,2.362,2.442,510,354,1.0803,5.414,6.51,1.202,65.359,3.397,14.165,1821,1311,0.5001,16.142,24.861,1.54
airplane_0056,airplane,train,127591,142019,188.961,40.28,415.493,35.854,2.955,3.392,974,707,2.1576,9.622,11.672,1.213,141.537,5.906,16.631,4005,3031,1.1562,36.454,50.623,1.389
airplane_0059,airplane,train,66227,83739,126.464,28.546,300.518,39.656,2.629,2.6,922,670,2.0447,8.988,11.045,1.229,94.725,8.498,15.973,3427,2505,0.9556,28.279,41.41,1.464
airplane_0048,airplane,train,253964,412620,466.466,112.817,714.0,24.594,2.471,2.581,578,402,1.2268,5.927,7.321,1.235,103.112,4.54,17.056,2045,1467,0.5596,17.467,27.457,1.572
airplane_0060,airplane,train,65714,66044,112.725,24.688,264.195,29.715,2.059,2.647,677,484,1.4771,6.548,7.997,1.221,88.926,6.082,16.474,2653,1976,0.7538,20.612,31.892,1.547
airplane_0063,airplane,train,30108,34472,46.886,10.27,157.716,21.958,2.551,2.822,557,382,1.1658,5.689,6.943,1.22,71.705,4.346,17.496,2090,1533,0.5848,18.016,27.777,1.542
airplane_0064,airplane,train,20889,24430,41.781,13.226,186.324,26.598,2.794,2.353,640,461,1.4069,6.674,8.298,1.243,94.997,6.928,15.038,2517,1877,0.716,22.967,34.347,1.495
airplane_0067,airplane,train,3795,3540,15.172,5.884,195.563,32.567,2.786,3.592,749,536,1.6357,6.555,8.117,1.238,131.77,7.384,16.708,2982,2233,0.8518,18.208,29.257,1.607
airplane_0065,airplane,train,26870,30415,56.524,13.978,272.1,33.821,3.193,3.186,996,721,2.2003,9.829,12.353,1.257,156.223,8.361,15.687,3885,2889,1.1021,34.153,50.279,1.472
airplane_0069,airplane,train,4578,6145,21.647,7.206,188.881,44.328,2.695,3.466,836,621,1.8951,8.509,10.382,1.22,106.274,6.73,18.89,3204,2368,0.9033,26.697,39.382,1.475
airplane_0066,airplane,train,46795,55050,74.421,17.658,250.623,41.344,3.094,2.591,739,532,1.6235,7.464,9.351,1.253,108.516,5.59,15.88,2576,1837,0.7008,21.884,33.743,1.542
airplane_0070,airplane,train,50354,54895,88.186,24.133,243.483,25.725,1.943,3.179,605,426,1.3,6.312,7.702,1.22,98.179,5.317,14.448,2193,1588,0.6058,20.189,29.958,1.484
airplane_0072,airplane,train,50940,60032,70.201,18.221,219.456,38.419,2.911,3.157,757,545,1.6632,7.637,9.354,1.225,85.012,4.692,17.611,2710,1953,0.745,23.424,34.32,1.465
airplane_0071,airplane,train,121844,105487,188.517,28.473,362.874,27.602,3.247,2.655,833,612,1.8677,8.28,10.07,1.216,107.691,7.344,17.828,3413,2580,0.9842,27.683,40.765,1.473
airplane_0075,airplane,train,21259,14549,40.589,9.068,186.853,31.307,2.089,2.448,760,553,1.6876,7.046,8.59,1.219,97.56,6.24,17.372,2867,2107,0.8038,19.869,31.534,1.587
airplane_0074,airplane,train,36824,39799,59.01,17.18,195.201,27.467,1.955,2.284,627,450,1.3733,6.511,7.928,1.218,83.587,6.001,17.208,2310,1683,0.642,20.582,30.389,1.476
airplane_0076,airplane,train,10752,10946,25.58,6.757,175.479,23.362,2.334,2.993,793,580,1.77,7.719,9.553,1.238,112.521,4.925,16.076,3210,2417,0.922,23.169,34.952,1.509
airplane_0073,airplane,train,24131,27000,47.009,13.219,228.222,39.992,2.421,4.098,877,625,1.9073,8.331,10.077,1.21,117.397,8.184,16.462,3266,2389,0.9113,25.181,37.309,1.482
airplane_0077,airplane,train,47880,46457,81.189,19.028,264.436,36.014,3.312,3.176,867,592,1.8066,8.378,10.09,1.204,117.087,7.806,16.698,3466,2599,0.9914,31.22,44.303,1.419
airplane_0078,airplane,train,40266,40902,69.006,18.448,252.904,35.836,2.824,3.04,843,623,1.9012,8.565,10.421,1.217,118.417,8.373,15.385,3335,2492,0.9506,29.11,41.855,1.438
airplane_0079,airplane,train,42744,46554,82.278,15.735,210.149,29.09,3.164,3.061,625,442,1.3489,6.404,7.825,1.222,76.101,3.781,13.978,2285,1660,0.6332,19.221,28.902,1.504
airplane_0080,airplane,train,46475,51240,81.866,20.07,211.832,32.772,2.962,2.817,606,429,1.3092,6.331,7.618,1.203,68.893,5.27,18.049,2338,1732,0.6607,21.248,30.902,1.454
airplane_0082,airplane,train,37007,41235,62.079,12.387,212.609,24.491,2.823,3.085,606,419,1.2787,6.188,7.781,1.258,106.039,4.79,18.026,2357,1751,0.668,19.644,30.445,1.55
airplane_0068,airplane,train,288372,329096,433.589,93.388,690.827,36.641,3.772,3.843,953,703,2.1454,9.034,10.641,1.178,112.932,10.505,16.121,3662,2709,1.0334,29.277,42.859,1.464
airplane_0083,airplane,train,44509,60522,75.125,20.737,307.984,45.14,2.802,3.28,1021,760,2.3193,10.157,12.281,1.209,158.27,5.909,16.134,3981,2960,1.1292,34.446,49.314,1.432
airplane_0084,airplane,train,61460,69754,99.419,21.77,290.543,46.221,4.687,4.055,819,580,1.77,8.1,9.957,1.229,110.499,7.947,14.941,2943,2124,0.8102,25.994,37.929,1.459
airplane_0085,airplane,train,24884,28090,43.403,14.369,214.591,34.072,4.664,3.882,606,430,1.3123,6.33,7.954,1.257,112.61,5.473,15.886,2397,1791,0.6832,21.952,33.197,1.512
airplane_0087,airplane,train,67442,82020,114.235,25.688,218.85,17.744,1.914,2.578,377,232,0.708,4.044,5.057,1.25,55.834,3.435,15.034,1152,775,0.2956,10.408,18.017,1.731
airplane_0081,airplane,train,129654,143448,229.455,43.945,457.269,55.943,2.889,2.555,817,588,1.7944,8.225,10.108,1.229,118.054,6.983,14.773,3059,2242,0.8553,26.965,38.697,1.435
airplane_0090,airplane,train,24297,25027,49.483,13.126,146.091,26.456,2.352,2.586,382,258,0.7874,4.254,5.096,1.198,50.786,3.888,15.698,1370,988,0.3769,12.776,20.721,1.622
airplane_0089,airplane,train,83326,77456,151.788,27.515,291.957,32.272,2.023,2.251,543,353,1.0773,5.393,6.561,1.217,73.841,4.518,16.04,1784,1241,0.4734,14.102,21.816,1.547
airplane_0088,airplane,train,73304,93533,134.405,32.347,318.815,37.629,2.868,2.759,773,555,1.6937,7.555,9.281,1.229,105.511,6.054,17.888,2813,2040,0.7782,24.471,35.904,1.467
airplane_0092,airplane,train,56806,59779,107.415,19.945,251.898,32.023,2.178,2.695,757,545,1.6632,7.534,9.149,1.214,83.005,7.333,17.157,2843,2086,0.7957,22.593,33.552,1.485
airplane_0096,airplane,train,8944,6812,40.441,4.875,131.471,21.784,2.112,2.63,395,257,0.7843,4.19,5.018,1.197,57.579,4.68,17.111,1434,1039,0.3963,11.661,18.766,1.609
airplane_0086,airplane,train,149524,242537,319.992,70.017,542.247,32.55,2.871,2.385,749,520,1.5869,7.468,8.992,1.204,108.15,8.668,17.184,2728,1979,0.7549,23.852,34.341,1.44
airplane_0093,airplane,train,59968,74667,107.295,24.49,289.027,31.233,2.413,2.547,793,561,1.712,7.784,9.37,1.204,117.075,6.52,16.92,2936,2143,0.8175,25.235,36.539,1.448
airplane_0091,airplane,train,124510,168288,249.87,42.031,427.025,32.063,3.204,3.333,624,439,1.3397,6.432,7.727,1.201,94.863,4.994,19.065,2201,1577,0.6016,19.777,29.461,1.49
airplane_0098,airplane,train,22702,30240,46.715,14.651,182.126,22.435,1.835,2.684,482,337,1.0284,5.22,6.619,1.268,90.555,5.935,17.513,2003,1521,0.5802,18.464,28.417,1.539
airplane_0097,airplane,train,34603,36760,58.209,11.411,310.21,55.197,3.779,2.934,1036,753,2.298,10.155,12.588,1.24,171.819,9.796,17.164,3963,2927,1.1166,35.259,51.16,1.451
airplane_0094,airplane,train,140914,167810,249.197,48.164,468.176,39.52,3.287,3.488,805,568,1.7334,8.029,9.818,1.223,117.047,10.961,23.796,3016,2211,0.8434,27.552,40.086,1.455
airplane_0095,airplane,train,118321,137439,196.842,43.219,436.641,39.346,3.614,3.16,797,581,1.7731,8.117,9.926,1.223,144.664,8.956,19.642,2922,2125,0.8106,26.147,37.714,1.442
airplane_0099,airplane,train,36503,37467,73.356,17.645,274.879,33.842,2.683,3.295,740,531,1.6205,7.354,9.054,1.231,138.354,8.999,18.573,2774,2034,0.7759,22.448,33.863,1.509
airplane_0103,airplane,train,21982,26732,60.749,14.103,164.575,22.264,2.194,2.879,355,226,0.6897,3.919,4.893,1.248,61.194,4.07,16.777,1335,980,0.3738,12.7,21.022,1.655
airplane_0100,airplane,train,45793,37529,73.026,16.552,322.543,43.866,3.256,3.854,858,608,1.8555,8.486,10.335,1.218,177.068,8.775,20.04,3389,2531,0.9655,30.169,43.511,1.442
airplane_0104,airplane,train,29184,36465,74.336,17.638,212.868,28.688,2.633,3.397,451,291,0.8881,4.729,5.714,1.208,83.984,5.589,17.17,1697,1246,0.4753,15.627,24.294,1.555
airplane_0102,airplane,train,35980,37324,83.976,17.563,309.29,49.242,3.242,3.054,855,601,1.8341,8.401,10.443,1.243,147.435,7.832,19.135,3254,2399,0.9151,29.001,42.851,1.478
airplane_0101,airplane,train,38535,51221,92.298,22.334,418.058,79.67,4.336,3.725,1364,1001,3.0548,13.072,16.144,1.235,208.467,10.953,19.088,5115,3751,1.4309,44.003,63.79,1.45
airplane_0105,airplane,train,46709,50639,105.49,24.255,261.624,32.371,2.959,3.549,535,370,1.1292,5.673,6.761,1.192,90.073,6.476,17.774,1997,1462,0.5577,18.576,27.669,1.489
airplane_0106,airplane,train,59859,66350,136.72,28.24,321.086,42.555,2.717,2.997,591,418,1.2756,6.088,7.594,1.247,103.906,6.949,16.623,2263,1672,0.6378,20.425,30.623,1.499
airplane_0107,airplane,train,50724,64031,108.25,27.734,323.281,43.74,2.874,3.119,711,502,1.532,7.05,8.785,1.246,133.331,7.352,18.085,2634,1923,0.7336,22.665,33.482,1.477
airplane_0108,airplane,train,59831,63735,127.321,27.027,308.022,35.465,4.233,4.332,553,385,1.1749,5.817,7.278,1.251,107.835,6.141,18.13,2080,1527,0.5825,18.889,29.368,1.555
airplane_0109,airplane,train,10553,12296,41.42,10.168,286.021,52.178,4.039,3.442,874,610,1.8616,8.413,10.229,1.216,169.453,8.763,17.656,3265,2391,0.9121,27.276,39.788,1.459
airplane_0110,airplane,train,41862,51866,110.56,23.778,314.849,41.164,3.043,3.847,644,453,1.3824,6.646,8.246,1.241,128.738,7.567,16.964,2362,1718,0.6554,20.577,30.839,1.499
airplane_0113,airplane,train,17250,18682,51.199,11.858,238.902,43.07,3.235,3.293,642,457,1.3947,6.526,7.812,1.197,121.938,7.602,18.176,2253,1611,0.6145,19.1,28.582,1.496
airplane_0112,airplane,train,51327,57112,113.85,25.738,360.76,49.907,4.662,3.924,869,618,1.886,8.395,10.279,1.225,158.094,8.509,19.139,3371,2502,0.9544,27.286,39.832,1.46
airplane_0111,airplane,train,123930,133956,259.049,53.475,486.96,35.989,2.8,3.397,733,534,1.6296,7.539,9.405,1.248,128.259,7.388,22.844,2681,1948,0.7431,24.253,35.778,1.475
airplane_0115,airplane,train,65648,74006,149.321,28.638,337.19,30.905,3.041,3.1,657,464,1.416,6.557,8.119,1.238,118.01,7.275,18.692,2397,1740,0.6638,20.729,31.244,1.507
airplane_0117,airplane,train,70561,74089,136.211,27.736,315.024,41.442,2.331,2.687,474,312,0.9521,4.927,5.988,1.215,101.047,6.257,17.146,1736,1262,0.4814,15.746,24.388,1.549
airplane_0061,airplane,train,1240160,1111568,1923.656,340.547,2478.256,40.73,2.837,2.909,735,538,1.6418,7.218,8.649,1.198,163.726,6.76,18.359,2922,2187,0.8343,21.457,31.414,1.464
airplane_0116,airplane,train,71576,65918,138.026,25.615,362.508,45.678,2.801,3.886,636,431,1.3153,6.303,7.71,1.223,143.998,6.39,18.274,2488,1852,0.7065,20.955,31.703,1.513
airplane_0119,airplane,train,33983,37766,70.963,17.562,291.799,53.493,3.265,3.145,694,494,1.5076,7.003,8.478,1.211,138.924,7.593,17.73,2610,1916,0.7309,21.956,31.927,1.454
airplane_0118,airplane,train,26930,33224,65.589,16.187,305.334,38.623,2.805,3.8,794,573,1.7487,7.762,9.52,1.226,173.614,8.516,16.999,3025,2231,0.8511,25.592,37.151,1.452
airplane_0120,airplane,train,45741,53485,98.805,23.547,290.975,38.221,2.9,3.703,753,530,1.6174,7.568,9.383,1.24,120.167,7.334,18.372,2715,1962,0.7484,24.521,36.669,1.495
airplane_0114,airplane,train,217477,227591,433.806,73.935,671.357,41.312,3.625,3.194,638,448,1.3672,6.459,8.23,1.274,112.559,6.12,16.725,2336,1698,0.6477,20.561,32.064,1.56
airplane_0122,airplane,train,20420,22512,53.145,14.789,267.773,46.615,2.945,2.847,778,566,1.7273,7.886,9.599,1.217,143.413,6.866,19.355,2859,2081,0.7938,23.566,34.456,1.462
airplane_0121,airplane,train,47630,65298,118.471,27.68,327.686,41.846,2.882,3.147,788,564,1.7212,7.721,9.438,1.222,129.443,7.364,17.589,2927,2139,0.816,25.031,36.262,1.449
airplane_0126,airplane,train,38947,42401,81.523,18.867,267.023,44.815,2.93,2.884,678,491,1.4984,7.021,8.822,1.256,110.623,8.266,17.21,2636,1958,0.7469,24.01,36.188,1.507
airplane_0123,airplane,train,36108,45391,91.209,21.431,338.904,50.692,3.756,3.223,880,613,1.8707,8.401,10.241,1.219,162.104,9.712,17.616,3272,2392,0.9125,27.686,40.363,1.458
airplane_0125,airplane,train,56806,59779,120.121,26.634,326.117,38.317,2.791,2.964,757,545,1.6632,7.534,9.149,1.214,130.456,7.798,18.24,2843,2086,0.7957,22.593,33.552,1.485
airplane_0124,airplane,train,63243,68742,133.749,28.695,334.339,43.758,3.26,3.038,745,530,1.6174,7.534,9.136,1.213,118.001,6.876,17.568,2688,1943,0.7412,23.917,34.954,1.461
airplane_0128,airplane,train,67805,75275,141.153,29.689,350.196,37.176,2.889,3.27,715,515,1.5717,7.343,8.998,1.225,131.322,7.967,18.966,2720,2005,0.7648,24.365,35.774,1.468
airplane_0129,airplane,train,90574,88451,170.535,33.883,363.209,42.309,3.096,3.102,526,364,1.1108,5.551,6.772,1.22,107.965,5.422,15.836,2001,1475,0.5627,18.056,27.654,1.532
airplane_0132,airplane,train,20102,23937,51.183,13.613,257.464,40.557,3.827,4.003,679,489,1.4923,6.992,8.793,1.258,140.911,7.372,16.936,2872,2193,0.8366,26.472,38.937,1.471
airplane_0131,airplane,train,56663,61112,112.686,23.578,316.557,44.29,3.242,3.606,716,509,1.5533,7.288,8.853,1.215,126.372,6.388,16.515,2540,1824,0.6958,22.797,33.706,1.479
airplane_0133,airplane,train,36300,34739,84.906,16.373,286.169,49.637,2.846,2.985,705,508,1.5503,6.866,8.243,1.201,123.934,8.473,20.055,2783,2078,0.7927,20.494,30.175,1.472
airplane_0135,airplane,train,32053,36209,70.045,18.974,305.052,46.684,3.685,2.977,795,565,1.7242,7.791,9.559,1.227,157.623,8.041,20.663,2935,2140,0.8163,23.335,34.639,1.484
airplane_0134,airplane,train,52362,45568,100.094,21.326,311.336,41.627,2.672,3.116,758,545,1.6632,7.584,9.246,1.219,138.273,7.344,20.446,3067,2309,0.8808,24.946,37.077,1.486
airplane_0136,airplane,train,43704,57193,100.616,27.656,341.006,49.45,4.476,3.613,954,685,2.0905,9.426,11.533,1.224,149.127,9.681,17.606,3629,2675,1.0204,32.914,46.556,1.414
airplane_0139,airplane,train,42379,45902,89.408,19.701,254.899,40.831,3.225,3.102,617,436,1.3306,6.405,7.979,1.246,96.283,5.451,19.906,2085,1468,0.56,18.087,28.509,1.576
airplane_0138,airplane,train,35860,42861,86.342,19.5,266.671,35.814,3.045,3.474,788,587,1.7914,8.111,10.104,1.246,113.952,8.018,18.484,3067,2279,0.8694,26.887,39.665,1.475
airplane_0140,airplane,train,30481,31840,70.674,17.864,259.613,42.854,3.437,3.451,734,519,1.5839,7.34,8.995,1.226,117.643,7.141,17.397,2615,1881,0.7175,21.514,31.98,1.487
airplane_0137,airplane,train,119462,163146,245.5,47.147,430.97,34.162,2.876,3.294,613,430,1.3123,6.341,7.631,1.203,94.91,6.375,14.786,2157,1544,0.589,19.025,28.51,1.499
airplane_0142,airplane,train,66013,88804,133.598,30.168,348.346,44.204,3.211,3.187,915,659,2.0111,9.113,11.172,1.226,127.652,9.514,18.058,3476,2561,0.9769,31.752,45.73,1.44
