nombre,clase,split,n_vertices,n_caras,t_preproceso_ms,t_muestreo_ms,t_total_ms,t_arbol_32_ms,t_guardado_32_ms,t_guardado_denso_32_ms,nodos_totales_32,hojas_ocupadas_32,ocup_hoja_pct_32,tam_npz_disperso_kib_32,tam_npz_denso_kib_32,factor_reduccion_almacenamiento_32,t_arbol_64_ms,t_guardado_64_ms,t_guardado_denso_64_ms,nodos_totales_64,hojas_ocupadas_64,ocup_hoja_pct_64,tam_npz_disperso_kib_64,tam_npz_denso_kib_64,factor_reduccion_almacenamiento_64
mantel_0148,mantel,train,3013,2020,22.293,5.432,512.601,96.913,4.891,2.686,3601,2685,8.194,6.615,7.903,1.195,365.817,17.256,14.86,13634,10033,3.8273,17.391,27.923,1.606
mantel_0145,mantel,train,3013,2020,15.268,4.228,573.825,118.218,5.866,2.942,3735,2827,8.6273,7.022,8.115,1.156,407.667,22.579,14.769,13681,9946,3.7941,17.38,26.288,1.513
mantel_0153,mantel,train,64177,38194,96.012,14.21,396.149,51.76,3.918,2.894,1525,1159,3.537,5.483,6.359,1.16,221.415,8.835,15.241,7247,5722,2.1828,13.404,21.619,1.613
mantel_0151,mantel,train,4156,2756,14.365,4.025,492.675,101.695,4.527,2.55,3251,2455,7.4921,6.849,8.3,1.212,349.971,18.092,15.969,12222,8971,3.4222,16.077,26.646,1.657
mantel_0149,mantel,train,10222,7358,26.82,4.64,539.966,96.212,6.976,3.254,3127,2332,7.1167,6.64,8.03,1.209,379.331,25.987,15.841,12462,9335,3.561,17.268,28.968,1.678
mantel_0150,mantel,train,10271,7346,28.059,6.149,578.733,129.577,6.724,3.005,3707,2890,8.8196,7.343,8.493,1.157,389.498,18.726,15.795,13866,10159,3.8754,18.831,30.001,1.593
mantel_0154,mantel,train,42323,19680,42.22,5.769,398.896,49.394,4.933,2.311,2046,1599,4.8798,6.809,8.379,1.231,284.233,12.348,14.322,9474,7428,2.8336,17.375,27.364,1.575
mantel_0152,mantel,train,4156,2756,18.644,4.151,623.1,119.297,5.635,2.595,4320,3393,10.3546,7.384,8.979,1.216,443.787,31.586,16.933,15240,10920,4.1656,19.754,31.156,1.577
mantel_0155,mantel,train,8433,5180,28.765,6.827,492.281,104.133,3.913,2.706,3027,2374,7.2449,6.175,7.393,1.197,333.606,15.036,17.102,12125,9098,3.4706,15.927,25.576,1.606
mantel_0158,mantel,train,42447,19768,40.4,9.424,442.866,80.284,5.928,3.066,2568,2022,6.1707,7.49,9.297,1.241,295.068,11.762,14.863,9970,7402,2.8236,18.372,30.127,1.64
mantel_0161,mantel,train,42464,19768,51.658,5.719,445.141,78.406,4.048,3.115,2736,2161,6.5948,7.817,9.624,1.231,293.431,11.879,14.275,10579,7843,2.9919,18.942,30.814,1.627
mantel_0162,mantel,train,63821,38194,63.86,8.866,409.701,109.391,3.927,3.057,2156,1700,5.188,6.596,7.764,1.177,206.524,17.133,15.066,9117,6961,2.6554,16.29,25.555,1.569
mantel_0160,mantel,train,11061,8002,29.143,4.333,485.941,86.433,4.321,2.925,2996,2380,7.2632,7.157,8.472,1.184,346.346,15.365,17.223,12551,9555,3.6449,18.577,29.264,1.575
mantel_0156,mantel,train,8430,5180,55.548,4.574,648.893,127.991,5.623,3.734,4559,3644,11.1206,7.532,9.009,1.196,430.432,24.724,15.515,15288,10729,4.0928,19.389,31.845,1.642
mantel_0159,mantel,train,8434,5180,18.476,4.162,548.928,96.149,4.1,2.717,3319,2684,8.1909,6.132,7.707,1.257,405.416,20.626,17.78,12878,9559,3.6465,16.577,28.241,1.704
mantel_0157,mantel,train,8434,5180,35.968,4.485,582.289,137.634,7.749,3.202,4356,3445,10.5133,7.371,8.778,1.191,371.498,24.956,17.617,14407,10051,3.8342,18.233,28.654,1.572
mantel_0163,mantel,train,10862,7886,27.073,6.338,416.838,59.886,5.189,2.321,2444,1870,5.7068,6.357,7.55,1.188,298.642,19.71,17.31,10624,8180,3.1204,15.589,24.444,1.568
mantel_0168,mantel,train,382,244,9.968,4.764,259.852,55.785,3.906,2.897,1418,1034,3.1555,3.405,3.508,1.03,178.704,6.725,14.798,5510,4092,1.561,6.495,10.438,1.607
mantel_0164,mantel,train,8432,5180,23.546,4.507,628.537,141.634,9.506,3.273,3998,3191,9.7382,7.134,8.812,1.235,417.939,31.405,16.707,13827,9829,3.7495,17.833,30.009,1.683
mantel_0167,mantel,train,64000,38294,63.097,12.942,377.576,69.743,4.731,3.176,1698,1288,3.9307,5.73,6.588,1.15,213.67,13.393,16.92,6869,5171,1.9726,12.679,19.887,1.569
mantel_0165,mantel,train,10945,7898,21.576,6.289,683.175,140.084,5.036,2.591,4155,3294,10.0525,8.154,9.92,1.217,480.472,29.718,18.39,15235,11080,4.2267,21.28,33.513,1.575
mantel_0166,mantel,train,8432,5180,23.773,4.211,617.949,101.719,5.247,3.034,3967,3162,9.6497,6.989,8.423,1.205,452.506,30.493,18.546,15052,11085,4.2286,19.286,31.984,1.658
mantel_0170,mantel,train,6313,4256,48.252,6.173,556.891,126.405,4.457,2.834,3280,2526,7.7087,7.143,8.63,1.208,355.239,16.366,17.682,11961,8681,3.3115,16.928,26.614,1.572
mantel_0171,mantel,train,6313,4256,21.381,5.131,596.536,133.726,7.597,2.677,3851,3021,9.2194,7.731,9.292,1.202,409.853,18.848,14.621,13515,9664,3.6865,18.933,29.189,1.542
mantel_0169,mantel,train,8432,5180,24.971,5.352,634.97,148.684,4.958,2.663,3902,3076,9.3872,7.268,8.95,1.232,433.538,17.467,14.779,13822,9920,3.7842,18.296,29.781,1.628
mantel_0172,mantel,train,45828,22756,67.615,8.416,615.615,115.908,5.228,3.208,3299,2700,8.2397,8.197,9.942,1.213,395.159,23.289,17.658,12594,9295,3.5458,21.1,32.11,1.522
mantel_0173,mantel,train,38447,17368,60.024,8.067,587.72,104.715,4.429,2.658,3160,2458,7.5012,7.852,9.382,1.195,384.944,25.541,16.965,12765,9605,3.664,20.259,31.252,1.543
mantel_0175,mantel,train,6313,4256,22.05,4.055,480.793,92.699,5.653,3.017,3166,2479,7.5653,7.264,9.097,1.252,331.268,25.068,16.682,12115,8949,3.4138,17.446,27.7,1.588
mantel_0179,mantel,train,2788,2422,14.426,5.579,223.433,39.699,2.599,2.434,1246,893,2.7252,4.657,5.719,1.228,153.548,7.582,13.75,4798,3552,1.355,10.169,18.564,1.826
mantel_0176,mantel,train,113534,54332,101.072,10.972,484.732,80.149,5.347,2.596,2398,1905,5.8136,7.12,8.718,1.224,269.121,18.071,17.023,9859,7461,2.8461,17.043,27.024,1.586
mantel_0174,mantel,train,6313,4256,26.695,4.106,598.443,114.376,5.024,3.102,3941,3085,9.4147,8.268,9.922,1.2,427.549,20.692,17.225,14029,10088,3.8483,20.307,31.399,1.546
mantel_0181,mantel,train,9066,6272,20.782,4.057,353.381,71.719,5.894,2.629,2468,1837,5.6061,5.008,6.166,1.231,238.805,12.124,13.753,10550,8082,3.083,13.744,25.1,1.826
mantel_0180,mantel,train,10428,13364,23.044,4.877,390.169,57.836,3.373,2.334,2205,1741,5.3131,5.361,6.229,1.162,287.207,13.832,13.958,8784,6579,2.5097,11.882,20.021,1.685
mantel_0177,mantel,train,112629,53898,97.713,15.554,616.227,123.815,7.271,3.084,3611,2836,8.6548,8.559,9.833,1.149,348.446,23.428,14.932,13309,9698,3.6995,21.935,32.023,1.46
mantel_0183,mantel,train,38434,17368,52.524,8.114,386.993,65.931,3.451,2.51,2056,1591,4.8553,6.302,7.815,1.24,245.714,11.259,13.781,8503,6447,2.4593,14.593,24.541,1.682
mantel_0178,mantel,train,46864,24424,43.667,6.676,585.702,90.889,5.806,3.215,3843,3096,9.4482,8.275,10.042,1.213,417.789,20.875,15.909,13757,9914,3.7819,21.77,33.826,1.554
mantel_0185,mantel,train,46008,22752,43.823,6.496,306.945,46.293,4.175,2.836,1394,1019,3.1097,5.469,6.257,1.144,194.745,11.413,15.398,6627,5233,1.9962,12.792,20.536,1.605
mantel_0186,mantel,train,1408,1252,13.68,4.493,278.426,53.033,2.776,2.353,1501,1090,3.3264,5.824,7.307,1.255,195.862,8.582,14.932,7360,5859,2.235,12.336,22.961,1.861
mantel_0182,mantel,train,86620,38800,90.723,8.52,616.28,95.843,4.948,2.574,3473,2709,8.2672,8.71,10.461,1.201,396.256,19.99,18.76,13023,9550,3.643,21.455,32.704,1.524
mantel_0184,mantel,train,8705,6264,23.909,5.835,537.9,98.792,7.774,2.803,3551,2802,8.551,6.213,7.427,1.195,380.87,20.72,14.634,13891,10340,3.9444,18.163,30.876,1.7
mantel_0191,mantel,train,13336,10464,42.691,7.672,413.885,99.99,6.138,2.629,2724,2024,6.1768,5.769,6.583,1.141,238.671,18.723,15.763,9547,6823,2.6028,12.393,19.679,1.588
mantel_0187,mantel,train,77988,38868,83.651,8.812,691.461,116.069,5.027,3.293,3736,2869,8.7555,10.344,12.383,1.197,451.656,26.246,16.05,14007,10271,3.9181,24.659,37.78,1.532
mantel_0195,mantel,train,9471,4595,20.946,6.111,303.118,51.246,3.232,2.614,1837,1408,4.2969,9.414,10.92,1.16,209.526,12.057,14.234,7255,5418,2.0668,19.484,29.909,1.535
mantel_0189,mantel,train,47125,24432,56.736,8.913,630.009,130.532,5.165,2.769,3936,3214,9.8083,9.045,10.605,1.173,410.372,18.29,16.198,14512,10576,4.0344,24.177,36.685,1.517
mantel_0190,mantel,train,92464,42306,99.37,13.574,658.455,119.832,6.141,2.583,3690,2867,8.7494,8.021,9.317,1.162,402.281,17.257,15.069,14617,10927,4.1683,21.306,34.225,1.606
mantel_0188,mantel,train,61960,30002,80.816,10.663,775.64,160.209,9.195,3.793,4785,3816,11.6455,9.678,11.273,1.165,494.111,20.646,16.148,16835,12050,4.5967,25.719,39.827,1.549
mantel_0196,mantel,train,16577,14267,23.067,5.09,450.123,72.708,5.068,2.568,2987,2285,6.9733,7.461,8.943,1.199,327.01,17.179,14.616,11317,8330,3.1776,19.208,29.567,1.539
mantel_0193,mantel,train,47139,24416,63.06,8.682,667.286,127.672,5.262,3.247,4151,3344,10.2051,8.458,9.836,1.163,434.696,27.914,17.408,13956,9805,3.7403,22.393,32.216,1.439
mantel_0192,mantel,train,47134,24420,76.872,11.585,693.383,143.738,6.888,3.534,4678,3638,11.1023,10.011,11.455,1.144,422.257,32.044,16.014,14812,10134,3.8658,25.397,37.145,1.463
mantel_0194,mantel,train,46833,24470,66.009,7.098,733.914,122.42,6.597,3.546,4080,3231,9.8602,8.938,10.822,1.211,507.946,23.844,17.369,14319,10239,3.9059,22.899,35.262,1.54
mantel_0197,mantel,train,306,250,11.938,3.674,390.602,75.416,6.194,3.046,2968,2235,6.8207,5.379,5.587,1.039,280.572,12.808,17.79,10992,8024,3.0609,12.739,21.497,1.687
mantel_0200,mantel,train,45726,22736,45.773,6.331,339.924,59.63,3.202,2.736,1885,1384,4.2236,6.142,6.994,1.139,216.565,8.424,16.058,7728,5843,2.2289,13.994,22.321,1.595
mantel_0199,mantel,train,66903,40316,71.194,8.711,426.16,61.902,3.798,2.723,2346,1807,5.5145,7.106,8.239,1.159,268.387,12.168,15.013,9746,7400,2.8229,18.127,27.708,1.529
mantel_0198,mantel,train,67082,40404,83.359,9.352,455.493,81.936,3.847,3.447,2482,1954,5.9631,7.631,9.128,1.196,262.383,14.615,18.344,9484,7002,2.6711,18.076,27.573,1.525
mantel_0202,mantel,train,10036,7078,36.988,6.839,304.794,47.25,2.781,2.626,1380,1100,3.3569,6.522,7.819,1.199,202.598,8.338,14.427,6517,5137,1.9596,14.983,24.817,1.656
mantel_0201,mantel,train,67172,40432,68.55,9.335,398.617,44.891,3.936,2.782,1974,1543,4.7089,6.903,8.117,1.176,257.558,14.348,16.352,7943,5969,2.277,15.282,24.305,1.59
mantel_0206,mantel,train,10293,7406,19.819,4.511,347.647,63.856,4.502,2.825,1797,1380,4.2114,5.126,5.892,1.149,245.799,9.16,14.674,8456,6659,2.5402,12.138,19.197,1.582
mantel_0205,mantel,train,3012,2020,17.79,4.682,403.329,85.165,3.98,2.721,2335,1732,5.2856,5.434,6.272,1.154,279.007,12.705,16.973,10239,7904,3.0151,13.445,20.567,1.53
mantel_0207,mantel,train,10340,7356,24.592,7.237,330.273,59.517,3.909,2.809,1609,1265,3.8605,4.899,5.434,1.109,226.117,8.901,15.904,7390,5781,2.2053,11.054,17.072,1.544
mantel_0204,mantel,train,67116,40432,84.665,8.577,464.146,108.033,4.845,3.077,1978,1523,4.6478,6.991,8.302,1.187,247.019,11.007,17.842,8286,6308,2.4063,15.587,24.563,1.576
mantel_0203,mantel,train,42327,19672,52.982,6.575,500.359,80.344,4.656,2.579,3062,2383,7.2723,8.464,10.394,1.228,331.873,23.929,17.096,12482,9420,3.5934,21.66,33.854,1.563
mantel_0212,mantel,train,1882,1934,19.788,4.476,201.871,40.496,3.475,2.668,1027,799,2.4384,5.567,6.469,1.162,128.209,5.427,14.669,4842,3815,1.4553,11.038,18.472,1.673
mantel_0209,mantel,train,10332,7356,28.428,6.54,329.593,72.813,4.793,2.578,1743,1288,3.9307,4.856,5.607,1.155,207.65,9.37,14.119,7860,6117,2.3335,11.317,18.301,1.617
mantel_0210,mantel,train,7683,4826,21.991,6.048,437.999,89.83,6.172,3.246,2864,2199,6.7108,7.944,9.296,1.17,301.497,12.461,15.853,10068,7204,2.7481,16.641,25.98,1.561
mantel_0211,mantel,train,12534,6066,30.413,5.359,428.711,92.064,6.222,3.097,2645,2015,6.1493,9.059,10.587,1.169,281.204,13.449,16.144,9778,7133,2.721,19.283,29.722,1.541
mantel_0215,mantel,train,720,566,11.476,4.146,294.715,48.891,3.322,2.304,1795,1365,4.1656,7.272,8.344,1.147,219.47,7.41,15.27,6771,4976,1.8982,13.438,24.255,1.805
mantel_0216,mantel,train,10029,7058,35.147,4.321,293.343,44.479,4.139,3.0,1556,1252,3.8208,7.017,8.547,1.218,194.146,11.11,13.892,7435,5879,2.2427,16.211,27.339,1.686
mantel_0208,mantel,train,10318,7358,27.362,7.049,557.901,111.026,6.983,3.39,3368,2581,7.8766,6.812,8.145,1.196,384.449,21.032,17.122,13183,9815,3.7441,18.043,29.523,1.636
mantel_0213,mantel,train,10227,13130,25.249,6.177,369.778,83.973,5.453,2.397,2575,1948,5.9448,5.995,7.149,1.193,234.049,14.878,16.346,9460,6885,2.6264,11.795,19.212,1.629
mantel_0214,mantel,train,430,286,12.177,3.126,440.113,106.471,4.194,2.806,3055,2279,6.955,5.393,5.892,1.093,301.576,12.568,15.876,11053,7998,3.051,10.824,17.385,1.606
mantel_0217,mantel,train,8585,6260,23.162,6.081,423.196,78.146,3.602,2.394,2303,1741,5.3131,5.012,6.094,1.216,298.423,13.782,16.702,9438,7135,2.7218,12.262,22.55,1.839
mantel_0219,mantel,train,2787,1708,16.462,3.579,406.694,85.725,5.72,2.466,2362,1815,5.5389,7.608,9.282,1.22,284.022,11.186,18.404,10205,7843,2.9919,17.472,28.862,1.652
mantel_0220,mantel,train,20108,9049,37.445,5.363,332.713,64.235,4.323,2.617,2140,1611,4.9164,10.133,11.794,1.164,206.3,15.047,15.834,8195,6055,2.3098,23.113,36.142,1.564
mantel_0223,mantel,train,13121,10528,36.416,4.844,308.712,59.151,4.543,2.507,1752,1311,4.0009,4.624,5.13,1.109,194.596,9.161,13.891,7303,5551,2.1175,9.902,16.374,1.654
mantel_0218,mantel,train,3695,2448,13.3,4.193,642.207,139.637,6.588,2.6,4477,3540,10.8032,7.406,8.574,1.158,448.871,29.618,17.634,14996,10519,4.0127,18.704,29.225,1.562
mantel_0222,mantel,train,103295,45956,113.339,10.944,514.246,68.714,4.615,3.064,2993,2303,7.0282,9.434,11.08,1.175,298.508,18.126,14.465,11786,8793,3.3543,21.509,32.325,1.503
mantel_0221,mantel,train,8713,6244,24.12,4.537,541.824,115.531,8.299,3.378,3631,2768,8.4473,6.361,7.417,1.166,367.705,21.632,15.754,13468,9837,3.7525,17.794,29.458,1.656
mantel_0230,mantel,train,14656,17284,36.06,6.072,254.425,46.769,3.268,2.359,1634,1284,3.9185,8.37,9.677,1.156,153.032,9.224,16.292,6696,5062,1.931,21.273,31.335,1.473
mantel_0224,mantel,train,78817,39232,103.935,12.504,593.428,95.164,4.461,3.08,3110,2358,7.196,8.3,9.885,1.191,363.438,13.926,14.957,12132,9022,3.4416,20.158,31.849,1.58
mantel_0227,mantel,train,8434,5180,36.62,4.303,417.594,76.244,5.959,2.792,2636,2045,6.2408,5.762,6.878,1.194,280.913,13.554,16.431,10635,7999,3.0514,14.258,22.629,1.587
